Period Desc.;Trade Flow;Reporter;Reporter ISO;Partner;Partner ISO;Commodity;Trade Value (US$)
2017;Export;United Kingdom;GBR;China;CHN;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;1217628344
2017;Re-Export;United Kingdom;GBR;China;CHN;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;4319527
2017;Re-Import;United Kingdom;GBR;China;CHN;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;3184488
2017;Import;United Kingdom;GBR;France;FRA;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;2145040347
2017;Export;United Kingdom;GBR;France;FRA;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;1983862922
2017;Import;United Kingdom;GBR;Germany;DEU;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;5883714964
2017;Export;United Kingdom;GBR;Germany;DEU;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;3173456704
2017;Import;United Kingdom;GBR;India;IND;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;310815213
2017;Export;United Kingdom;GBR;India;IND;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;412575887
2017;Re-Export;United Kingdom;GBR;India;IND;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;329270
2018;Import;United Kingdom;GBR;China;CHN;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;16223901088
2018;Export;United Kingdom;GBR;China;CHN;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;1112224328
2018;Import;United Kingdom;GBR;France;FRA;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;2170434466
2018;Export;United Kingdom;GBR;France;FRA;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;1953862816
2018;Import;United Kingdom;GBR;Germany;DEU;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;5976729888
2018;Export;United Kingdom;GBR;Germany;DEU;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;3258412972
2018;Import;United Kingdom;GBR;India;IND;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;347789818
2018;Export;United Kingdom;GBR;India;IND;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;409434451
2017;Import;United Kingdom;GBR;China;CHN;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;62437150
2017;Export;United Kingdom;GBR;China;CHN;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;25940944
2017;Import;United Kingdom;GBR;France;FRA;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;49494797
2017;Export;United Kingdom;GBR;France;FRA;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;31144569
2017;Import;United Kingdom;GBR;Germany;DEU;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;846567100
2017;Export;United Kingdom;GBR;Germany;DEU;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;57841988
2017;Import;United Kingdom;GBR;India;IND;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;4180691
2017;Export;United Kingdom;GBR;India;IND;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;6590039
2018;Import;United Kingdom;GBR;China;CHN;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;100380498
2018;Export;United Kingdom;GBR;China;CHN;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;53182958
2018;Import;United Kingdom;GBR;France;FRA;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;51156347
2018;Export;United Kingdom;GBR;France;FRA;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;13753721
2018;Import;United Kingdom;GBR;Germany;DEU;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;633121032
2018;Export;United Kingdom;GBR;Germany;DEU;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;41024779
2018;Import;United Kingdom;GBR;India;IND;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;5715025
2018;Export;United Kingdom;GBR;India;IND;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;11860128
2017;Import;United Kingdom;GBR;China;CHN;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;1088001793
2017;Export;United Kingdom;GBR;China;CHN;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;5847151698
2017;Re-Export;United Kingdom;GBR;China;CHN;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;34541
2017;Import;United Kingdom;GBR;France;FRA;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;4598696977
2017;Export;United Kingdom;GBR;France;FRA;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;2265326750
2017;Re-Import;United Kingdom;GBR;France;FRA;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;28611
2017;Import;United Kingdom;GBR;Germany;DEU;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;27165751742
2017;Export;United Kingdom;GBR;Germany;DEU;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;5089656363
2017;Re-Import;United Kingdom;GBR;Germany;DEU;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;1342089
2017;Import;United Kingdom;GBR;India;IND;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;260990662
2017;Export;United Kingdom;GBR;India;IND;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;141763448
2017;Re-Export;United Kingdom;GBR;India;IND;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;4243
2018;Import;United Kingdom;GBR;China;CHN;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;1176275278
2018;Export;United Kingdom;GBR;China;CHN;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;5203920598
2018;Import;United Kingdom;GBR;France;FRA;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;4531207198
2018;Export;United Kingdom;GBR;France;FRA;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;2280297479
2018;Import;United Kingdom;GBR;Germany;DEU;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;27316202018
2018;Export;United Kingdom;GBR;Germany;DEU;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;4657198779
2018;Import;United Kingdom;GBR;India;IND;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;227068743
2018;Export;United Kingdom;GBR;India;IND;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;153726232
2017;Import;United Kingdom;GBR;China;CHN;Aircraft, spacecraft and parts thereof;105223933
2017;Export;United Kingdom;GBR;China;CHN;Aircraft, spacecraft and parts thereof;402578311
2017;Re-Export;United Kingdom;GBR;China;CHN;Aircraft, spacecraft and parts thereof;887697
2017;Import;United Kingdom;GBR;France;FRA;Aircraft, spacecraft and parts thereof;1942460716
2017;Export;United Kingdom;GBR;France;FRA;Aircraft, spacecraft and parts thereof;4850091204
2017;Re-Import;United Kingdom;GBR;France;FRA;Aircraft, spacecraft and parts thereof;6661
2017;Import;United Kingdom;GBR;Germany;DEU;Aircraft, spacecraft and parts thereof;1533724586
2017;Export;United Kingdom;GBR;Germany;DEU;Aircraft, spacecraft and parts thereof;4930953237
2017;Import;United Kingdom;GBR;India;IND;Aircraft, spacecraft and parts thereof;131305866
2017;Export;United Kingdom;GBR;India;IND;Aircraft, spacecraft and parts thereof;416852230
2017;Re-Export;United Kingdom;GBR;India;IND;Aircraft, spacecraft and parts thereof;52020031
2018;Import;United Kingdom;GBR;China;CHN;Aircraft, spacecraft and parts thereof;153931261
2018;Export;United Kingdom;GBR;China;CHN;Aircraft, spacecraft and parts thereof;251041162
2018;Import;United Kingdom;GBR;France;FRA;Aircraft, spacecraft and parts thereof;1600346796
2018;Export;United Kingdom;GBR;France;FRA;Aircraft, spacecraft and parts thereof;4828910985
2018;Import;United Kingdom;GBR;Germany;DEU;Aircraft, spacecraft and parts thereof;2352824293
2018;Export;United Kingdom;GBR;Germany;DEU;Aircraft, spacecraft and parts thereof;5343838029
2018;Import;United Kingdom;GBR;India;IND;Aircraft, spacecraft and parts thereof;156660235
2018;Export;United Kingdom;GBR;India;IND;Aircraft, spacecraft and parts thereof;278646277
2017;Import;United Kingdom;GBR;China;CHN;Ships, boats and floating structures;23840288
2017;Export;United Kingdom;GBR;China;CHN;Ships, boats and floating structures;7190939
2017;Re-Export;United Kingdom;GBR;China;CHN;Ships, boats and floating structures;950040
2017;Import;United Kingdom;GBR;France;FRA;Ships, boats and floating structures;49418534
2017;Export;United Kingdom;GBR;France;FRA;Ships, boats and floating structures;53313587
2017;Import;United Kingdom;GBR;Germany;DEU;Ships, boats and floating structures;269349092
2017;Export;United Kingdom;GBR;Germany;DEU;Ships, boats and floating structures;16819142
2017;Import;United Kingdom;GBR;India;IND;Ships, boats and floating structures;45997
2017;Export;United Kingdom;GBR;India;IND;Ships, boats and floating structures;3833644
2018;Import;United Kingdom;GBR;China;CHN;Ships, boats and floating structures;156339825
2018;Export;United Kingdom;GBR;China;CHN;Ships, boats and floating structures;10190960
2018;Import;United Kingdom;GBR;France;FRA;Ships, boats and floating structures;43718754
2018;Export;United Kingdom;GBR;France;FRA;Ships, boats and floating structures;78041899
2018;Import;United Kingdom;GBR;Germany;DEU;Ships, boats and floating structures;119974124
2018;Export;United Kingdom;GBR;Germany;DEU;Ships, boats and floating structures;37316545
2018;Import;United Kingdom;GBR;India;IND;Ships, boats and floating structures;7035
2018;Export;United Kingdom;GBR;India;IND;Ships, boats and floating structures;102645816
2017;Import;United Kingdom;GBR;China;CHN;Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus parts and accessories;1334109355
